Complex id;Complex name;Synonyms;organism;subunits (UniProt IDs);subunits (Entrez IDs);protein complex purification method;PubMed id;FunCat categories;"functional comment";"disease comment";"subunit comment";
710;Brg1-associated complex I;;Human;O96019,O14497,O14744,P51532,Q12824,Q92922,Q8TAQ2,Q969G3,(Q96GM5,Q92925,Q6STE5);86,8289,10419,6597,6598,6599,6601,6605,(6602,6603,6604);MI:0007- anti tag coimmunoprecipitation | MI:0029- cosedimentation through density gradients;11238380;10.01.09.05,11.02.03.04,16.03.01,42.10.03,70.10;"";"";"In a following paper (PMID:14559996) p66 has been identified as PRMT5.";
711;Brm-associated complex; BRM containing SWI/SNF remodeling complex;Human;O96019,O14497,O14744,P51531,Q12824,Q92922,Q8TAQ2,Q969G3,(Q96GM5,Q92925,Q6STE5);86,8289,10419,6595,6598,6599,6601,6605,(6602,6603,6604);MI:0007- anti tag coimmunoprecipitation | MI:0029- cosedimentation through density gradients;11238380;10.01.09.05,11.02.03.04,14.07.09,16.03.01,42.10.03,70.10;"";"";"In a following paper (PMID:14559996) p66 has been identified as PRMT5.";
713;BRG1-SIN3A complex;;Human;O96019,O14497,Q92769,O14744,Q09028,Q96ST3,P51532,Q12824,Q92922,Q8TAQ2,Q96GM5,Q92925,Q6STE5,Q969G3;86,8289,3066,10419,5928,25942,6597,6598,6599,6601,6602,6603,6604,6605;MI:0007- anti tag coimmunoprecipitation | MI:0029- cosedimentation through density gradients;11238380;10.01.09.05,11.02.03.04.03,16.03.01,42.10.03,70.10;"Components of the Sin3 complex cofractionate with BRG1-associated complex I, but not with BRG1-associated complex II.";"";"";
714;BRM-SIN3A complex;;Human;O96019,O14497,Q13547,Q92769,O14744,Q09028,Q96ST3,P51531,Q12824,Q92922,Q8TAQ2,Q96GM5,Q92925,Q6STE5,Q969G3;86,8289,3065,3066,10419,5928,25942,6595,6598,6599,6601,6602,6603,6604,6605;MI:0007- anti tag coimmunoprecipitation | MI:0029- cosedimentation through density gradients;11238380;10.01.09.05,11.02.03.04.03,16.03.01,42.10.03,70.10;"Components of the Sin3 complex cofractionate with BRM-associated complex.";"";"";
725;P2X7 receptor signalling complex;;Human;P60709,O43707,P08238,P08107,P11142,P05107,Q16787,Q13368,Q64663,P42356,P23467,O95425;60,81,3326,3303,3312,3689,3909,4356,29665,5297,5787,6840;MI:0019- coimmunoprecipitation;11707406;20.01.01,20.03.01.01,30.05,42.04,70.02;"";"";"Since human P2rx7 was not available in the Uniprot database at the time of annotation, the orthologous protein from rat was used.";
726;DDB2 complex;Ubiquitin E3 ligase;Human;P61201,Q9UNS2,Q9BT78,Q92905,Q7L5N1,Q99627,Q13619,Q16531,Q92466,Q13098,P62877,(Q9UBW8,Q9H9Q2);9318,8533,51138,10987,10980,10920,8451,1642,1643,2873,9978,(50813,64708);MI:0007- anti tag coimmunoprecipitation | MI:0029- cosedimentation through density gradients;12732143;10.01.05.01,14.07.05,16.03.01,32.01.09,70.10;"Ubiquitin E3 ligases covalently attach ubiquitin to a lysine residue on a target protein. Polyubiquitination marks proteins for degradation by the proteasome. Results suggest that the distinct UV response of the DDB2 and CSA complexes is involved in diverse mechanisms of nucleotide excision repair (NER). The DDB2 complex binds to DNA after UV irradiation.";"";"";
727;CSA complex;Ubiquitin E3 ligase;Human;P61201,Q9UNS2,Q9BT78,Q92905,Q7L5N1,Q99627,Q13619,Q16531,Q13216,Q13098,P62877,(Q9UBW8,Q9H9Q2);9318,8533,51138,10987,10980,10920,8451,1642,1161,2873,9978,(50813,64708);MI:0007- anti tag coimmunoprecipitation | MI:0029- cosedimentation through density gradients;12732143;10.01.05.01,14.07.05,16.01,32.01.09,70.10;"Ubiquitin E3 ligases covalently attach ubiquitin to a lysine residue on a target protein. Polyubiquitination marks proteins for degradation by the proteasome. Results suggest that the distinct UV response of the DDB2 and CSA complexes is involved in diverse mechanisms of nucleotide excision repair (NER). The CSA complex does not bind to DNA, regardless of UV damage.";"";"";
728;CSA-POLIIa complex;Ubiquitin E3 ligase;Human;P61201,Q9UNS2,Q9BT78,Q92905,Q7L5N1,Q99627,Q13619,Q16531,Q13216,Q13098,P24928,P62877,(Q9UBW8,Q9H9Q2);9318,8533,51138,10987,10980,10920,8451,1642,1161,2873,5430,9978,(50813,64708);MI:0007- anti tag coimmunoprecipitation | MI:0029- cosedimentation through density gradients;12732143;10.01.05.01,11.02.03,14.07.05,32.01.09,70.10;"Ubiquitin E3 ligases covalently attach ubiquitin to a lysine residue on a target protein. Polyubiquitination marks proteins for degradation by the proteasome. This complex has been purified from UV-irradiated cells. Results suggest that the distinct UV response of the DDB2 and CSA complexes is involved in diverse mechanisms of nucleotide excision repair (NER).";"";"";
732;SIN3 complex;;Human;Q13547,Q92769,Q09028,Q16576,O00422,O75446,Q96ST3;3065,3066,5928,5931,10284,8819,25942;MI:0006- anti bait coimmunoprecipitation | MI:0091- chromatography technologies;11784859;10.01.09.05,11.02.03.04.03,14.07.04,16.03.01,42.10.03,70.10;"";"";"";
738;SIN3-ING1b complex I;;Human;Q4LE39,Q13547,Q92769,Q9UK53,Q09028,Q16576,O00422,O75446,Q96ST3;51742,3065,3066,3621,5928,5931,10284,8819,25942;MI:0006- anti bait coimmunoprecipitation | MI:0091- chromatography technologies;11784859;10.01.09.05,11.02.03.04.03,14.07.04,42.10.03,70.10;"SAP30 is a specific component of Sin3 complexes since it is absent in other HDAC1/2-containing complexes such as NuRD.";"";"";
739;SIN3-ING1b complex II;;Human;O96019,O14497,Q4LE39,Q13547,Q92769,Q9UK53,Q09028,Q16576,O00422,O75446,Q96ST3,P51532,Q12824,Q92922,Q8TAQ2,Q96GM5;86,8289,51742,3065,3066,3621,5928,5931,10284,8819,25942,6597,6598,6599,6601,6602;MI:0006- anti bait coimmunoprecipitation | MI:0091- chromatography technologies;11784859;10.01.09.05,11.02.03.04.03,14.07.04,16.01,18.02.09,42.10.03,70.10;"SAP30 is a specific component of Sin3 complexes since it is absent in other HDAC1/2-containing complexes such as NuRD.";"";"";
742;eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7);;Human;Q14152,P55884,Q99613,O15371,P60228,Q9Y262,O00303,O75821,O15372,Q13347,O75822,Q9UBQ5;8661,8662,8663,8664,3646,51386,8665,8666,8667,8668,8669,27335;MI:0019- coimmunoprecipitation | MI:0004- affinity chromatography technologies;14519125;12.04.01;"";"";"";
743;SIN3-SAP25 complex;;Human;Q4LE39,Q13547,Q92769,Q09028,Q16576,Q9H0E3,O00422,Q1EHW4,O75446,Q96ST3,Q9H7L9;51742,3065,3066,5928,5931,79595,10284,751865,8819,25942,64426;MI:0007- anti tag coimmunoprecipitation;16449650;10.01.09.05,11.02.03.04.03,14.07.04,16.01,42.10.03,70.10;"SAP25 binds to the PAH1 domain of SIN3A. ";"";"Since human SAP25 was not available in the UniProt database at the time of annotation, the orthologous protein from mouse was used.";
777;Exon junction complex; EJC complex;Mammalia;Q9UBU9,Q9Y5S9,Q15287,Q8IYB3,Q86V81,Q9HAU5,Q9BZI7;10482,9939,10921,10250,10189,26019,65109;MI:0019- coimmunoprecipitation;12093754;01.03.16.01,16.03.03,20.01.21,20.09.01,70.10;"The exon junction complex (EJC) is a protein complex that assembles near exon-exon junctions of mRNAs as a result of splicing. EJC proteins play important roles in postsplicing events including mRNA export, cytoplasmic localization, and nonsense-mediated decay. ";"";"";
778;LARC complex (LCR-associated remodeling complex);;Human;P60709,O96019,O14497,Q14839,Q92785,Q8WXI9,Q13547,Q92769,P07910,Q9UBB5,O95983,O94776,Q09028,P51532,Q12824,Q92922,Q8TAQ2,Q92925,Q969G3;60,86,8289,1108,5977,57459,3065,3066,3183,8932,53615,9219,5928,6597,6598,6599,6601,6603,6605;MI:0091- chromatography technologies | MI:0004- affinity chromatography technologies;16217013;10.01.09.05,11.02.03.04,14.07.04,16.03.01,42.10.03,70.10;"LARC binds to the hypersensitive 2 (HS2)-Maf recognition element (MARE) DNA in a sequence-specific manner and remodels nucleosomes.";"";"";
781;URI complex (Unconventional prefoldin RPB5 Interactor);Prefoldin-like complex;Human;Q13616,Q9UHV9,P19388,O94763,Q9Y265,Q9Y230,P63208,Q13309,Q9ULZ2;8454,5202,5434,8725,8607,10856,6500,6502,26228;MI:0071- molecular sieving | MI:0006- anti bait coimmunoprecipitation;14615539;11.02.03.04,30.01.09.11,32.01.11;"The URI complex participates in the regulation of nutrient-sensitive, TOR-dependent transcription programs.";"";"Three other subunits of the complex were found in the analysis, which have not been further characterized: p42, p40, p10. At the time of annotation, the additional member PFD4-related protein of the protein complex was not found in the UniProt database.";
787;NuA4/Tip60-HAT complex B;;Human;O96019,Q9NPF5,Q9H2F5,Q92993,Q9UBU8,Q9Y265,Q9Y230,Q9Y4A5;86,55929,80314,10524,10933,8607,10856,8295;MI:0007- anti tag coimmunoprecipitation;14966270;10.01.02,10.01.05.01,10.01.09.05,14.07.04,16.03.01,32.01.09,42.10.03,70.10;"The NuA4 histone acetyltransferase (HAT) multisubunit complex is responsible for acetylation of histone H4 and H2A N-terminal tails in yeast. The NuA4/Tip60 HAT complex is highly conserved in eukaryotes playing primary roles in transcription, cellular response to DNA damage, and cell cycle control.";"";"";
788;Exosome;;Human;Q9Y2L1,Q9Y3B2,Q13868,Q9NQT5,Q9NPD3,Q9NQT4,Q5RKV6,Q15024,Q96B26,Q06265;22894,51013,23404,51010,54512,56915,118460,23016,11340,5393;MI:0019- coimmunoprecipitation;11719186;01.03.16.01,16.03.03,70.03,70.10;"Inherently unstable mammalian mRNAs contain AU-rich elements (AREs) within their 3' untranslated regions. The mammalian exosome is required for rapid 3'-to-5' degradation of ARE-containing RNAs but not for poly(A) shortening. ARE recognition requires certain ARE binding proteins that can interact with the exosome and recruit it to unstable RNAs, thereby promoting their rapid degradation.";"";"";
789;Exosome;;Human;Q9Y2L1,Q9Y3B2,Q01780,Q13868,Q9NQT5,Q9NPD3,Q9NQT4,Q5RKV6,Q15024,Q96B26,Q06265;22894,51013,5394,23404,51010,54512,56915,118460,23016,11340,5393;MI:0019- coimmunoprecipitation;11719186;01.03.16.01,16.03.03,70.10;"Inherently unstable mammalian mRNAs contain AU-rich elements (AREs) within their 3' untranslated regions. The mammalian exosome is required for rapid 3'-to-5' degradation of ARE-containing RNAs but not for poly(A) shortening. ARE recognition requires certain ARE binding proteins that can interact with the exosome and recruit it to unstable RNAs, thereby promoting their rapid degradation. The exosome complex containing PMSCL was only found in the nuclear complex.";"";"";
798;NuA4/Tip60-HAT complex A;;Human;O96019,Q9H0E9,Q9HAF1,Q9NPF5,Q96L91,Q9H2F5,Q52LR7,Q92993,Q9NXR8,Q9UBU8,Q9NV56,Q9Y265,Q9Y230,Q9Y4A5,O95619;86,10902,64769,55929,57634,80314,26122,10524,54556,10933,55257,8607,10856,8295,8089;MI:0004- affinity chromatography technologies;14966270;01.04,10.01.02,10.01.05.01,10.01.09.05,14.07.04,16.03.01,32.01.09,42.10.03,70.10;"The NuA4 histone acetyltransferase (HAT) multisubunit complex is responsible for acetylation of histone H4 and H2A N-terminal tails in yeast. The NuA4/Tip60 HAT complex is highly conserved in eukaryotes playing primary roles in transcription, cellular response to DNA damage, and cell cycle control.";"";"";
799;DMAP1-associated complex;;Human;O96019,Q9H0E9,Q9NPF5,Q96L91,Q9H2F5,Q9Y265,Q9Y230,Q6ZRS2,Q9Y4A5,Q15906;86,10902,55929,57634,80314,8607,10856,10847,8295,6944;MI:0004- affinity chromatography technologies;14966270;01.04,10.01.02,10.01.05.01,10.01.09.05,42.10.03,70.10;"";"";"";
803;BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I;;Human;O96019,O14497,Q92769,O14744,Q96ST3,P51532,Q12824,Q92922,Q8TAQ2,Q96GM5,Q969G3;86,8289,3066,10419,25942,6597,6598,6599,6601,6602,6605;MI:0029- cosedimentation through density gradients | MI:0004- affinity chromatography technologies | MI:0006- anti bait coimmunoprecipitation;14559996;10.01.09.05,11.02.03.04,14.07.04,14.07.09,16.03.01,42.10.03,70.10;"The authors provide evidence, that PRMT5, mSin3A/HDAC2, and the Brg1-based hSWI/SNF complex are involved in cad transcriptional repression.";"";"";
806;BRM-SIN3A-HDAC complex; BRM-Sin3A-HDAC containing SWI/SNF remodeling complex;Human;O96019,O14497,Q92769,O14744,Q96ST3,P51531,Q12824,Q92922,Q8TAQ2,Q96GM5,Q92925,Q969G3;86,8289,3066,10419,25942,6595,6598,6599,6601,6602,6603,6605;MI:0029- cosedimentation through density gradients | MI:0004- affinity chromatography technologies | MI:0006- anti bait coimmunoprecipitation;14559996;10.01.09.05,11.02.03.04,14.07.04,14.07.09,42.10.03,70.10;"";"";"";
807;BRG1-associated complex; BRG1 containing SWI/SNF remodeling complex;Human;O96019,O14497,O14744,P51532,Q12824,Q92922,Q8TAQ2,Q96GM5,Q969G3;86,8289,10419,6597,6598,6599,6601,6602,6605;MI:0029- cosedimentation through density gradients | MI:0004- affinity chromatography technologies;14559996;10.01.09.05,11.02.03.04,14.07.09,16.03.01,42.10.03,70.10;"";"";"";
808;BRM-associated complex; BRM containing SWI/SNF remodeling complex;Human;O96019,O14497,O14744,P51531,Q12824,Q92922,Q8TAQ2,Q96GM5,Q92925,Q969G3;86,8289,10419,6595,6598,6599,6601,6602,6603,6605;MI:0029- cosedimentation through density gradients | MI:0004- affinity chromatography technologies;14559996;10.01.09.05,11.02.03.04,14.07.09,16.03.01,42.10.03,70.10;"";"";"";
814;Postsplicing complex;;Human;Q9UBU9,Q9Y5S9,Q15287,Q92900,Q9HAU5,Q9H1J1,Q9BZI7;10482,9939,10921,5976,26019,65110,65109;MI:0019- coimmunoprecipitation;11546874;01.03.16.01,16.03.03,70.10.06;"A final quality-control step in mRNA maturation is mRNA surveillance. This process detects mRNAs with truncated open reading frames and subjects them to nonsense-mediated mRNA decay (NMD). The protein RNPS1, a component of the postsplicing complex that is deposited 5' to exon-exon junctions, interacts with the evolutionarily conserved human Upf complex, a central component of NMD.";"";"";
822;mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN);;Human;Q8IU60,Q01780,Q13868,Q9NPD3,O95453,Q92900,Q9HAU5,Q9BZI7,Q8IZH2,Q9H0D6;167227,5394,23404,54512,5073,5976,26019,65109,54464,22803;MI:0019- coimmunoprecipitation;14527413;01.03.16.01,16.03.03,70.03,70.10;"From experiments, it is concluded that nonsense-mediated mRNA decay (NMD) in mammalian cells degrades mRNAs from both 5' and 3' ends by recruiting decapping and 5'-->3' exonuclease activities as well as deadenylating and 3'-->5' exonuclease activities. All these activities are present within the mRNA decay complex.";"";"";
835;6S methyltransferase and RG-containing Sm proteins complex;;Human;P54105,P14678,P62314,P62316,P62318,P62304,P62306,P62308;1207,6628,6632,6633,6634,6635,6636,6637;MI:0029- cosedimentation through density gradients;11713266;11.04.03.01,70.03;"snRNPs, integral components of the pre-mRNA splicing machinery, consist of seven Sm proteins which assemble in the cytoplasm as a ring structure on the snRNAs U1, U2, U4, and U5. The survival motor neuron (SMN) protein, the spinal muscular atrophy disease gene product, is crucial for snRNP core particle assembly in vivo. Results indicate that methylation of Sm proteins by the methylosome directs Sm proteins to the SMN complex for assembly into snRNP core particles and suggest that the methylosome can regulate snRNP assembly.";"";"";
837;20S methyltransferase complex; methylosome;Human;P54105,O14744,Q9BQA1;1207,10419,79084;MI:0006- anti bait coimmunoprecipitation;11756452;14.07.09,14.10,16.01,70.03;"";"";"";
886;MTA1 complex;;Human;Q6IT96,Q92769,O95983,Q13330,Q09028,Q16576;3065,3066,53615,9112,5928,5931;MI:0004- affinity chromatography technologies | MI:0091- chromatography technologies;12920132;10.01.09.05,11.02.03.04.03,14.07.04,30.01.09.08,30.01.11,42.10.03,70.10;"";"MTA1 is involved in metastasis or cancer formation. ";"Several other subunits of the complex were found in the analysis, which have not been further characterized: p68, p66 and three so-called MTA1-associated proteins.";
888;MTA2 complex;;Human;Q14839,Q13547,Q92769,O95983,O94776,Q09028,Q16576,(Q96ST3,O75182);1108,3065,3066,53615,9219,5928,5931,(25942,23309);MI:0004- affinity chromatography technologies | MI:0091- chromatography technologies;12920132;10.01.09.05,11.02.03.04.03,11.02.03.04.07,14.07.04,42.10.03,70.10;"Since MTA2 is not involved in metastasis or cancer formation, the authors suggest a housekeeping role of the MTA2 complex.";"";"";
889;MTA1-HDAC core complex;;Human;Q6IT96,Q92769,Q13330,Q09028,Q16576;3065,3066,9112,5928,5931;MI:0004- affinity chromatography technologies | MI:0091- chromatography technologies;12920132;10.01.09.05,11.02.03.04.03,14.07.04,30.01.09.08,30.01.11,42.10.03,70.10;"";"MTA1 is involved in metastasis or cancer formation.";"";
919;hNURF complex;;Human;Q12830,Q09028,Q16576,P28370;2186,5928,5931,6594;MI:0071- molecular sieving | MI:0007- anti tag coimmunoprecipitation;15640247;10.01.09.05,11.02.03.04,41.05.13,42.10.03,43.03.13,70.10;"hNURF possesses ATP-dependent chromatin remodeling activity and regulates engrailed-1 (en-1) and engrailed-2 (en-2) expression.";"";"";
924;Toposome;;Human;Q9NR30,Q08211,P07910,Q6P2Q9,Q96SB4,Q08945,P11388;9188,1660,3183,10594,6732,6749,7153;MI:0226- ion exchange chromatography | MI:0019- coimmunoprecipitation;15034300;10.01.02,10.03.01,16.03.01,70.10;"During chromosome segregation, the toposome complex separates entangled circular chromatin DNA about fourfold more efficiently than topoisomerase IIalpha alone.";"";"";
929;CEN complex; centromer chromatin complex;Human;P35226,Q9BZH6,Q13185,Q9HC52,P49450,P07199,Q03188,Q9H3R5,Q92674,Q9BS16,Q8N0S6,Q9NSP4,Q9BU64,Q53SF7,Q13619,Q16531,Q92620,P22087,P11021,P11142,Q69YN4,Q02241,Q6T4P5,Q71F23,Q8N1F7,Q9H0H5,Q06587,Q99496,Q96T23,Q8NEM2,O60264,Q9BXP5,Q08945,Q9Y5B9,Q15007,Q5T200,Q96JP5;648,55717,11335,57332,1058,1059,1060,64946,2491,64105,91687,79019,79172,22837,8451,1642,9785,2091,3309,3312,25962,9493,79948,79682,9688,29127,6015,6045,51773,79801,8467,51593,6749,11198,9589,23091,80829;MI:0402- chromatin immunoprecipitation assays | MI:0006- anti bait coimmunoprecipitation;15009096;10.03.01.01,10.03.04.01,10.03.05.01,70.10.03;"";"";"Two other subunits of the complex were found in the analysis, which have not been further characterized: unknown protein (40kD) and a protein similar to Riken cDNA 2610510J17.";
934;FACT-NEK9 complex;;Human;Q8TD19,Q08945,Q9Y5B9;91754,6749,11198;MI:0006- anti bait coimmunoprecipitation;14660563;10.01.09.05,10.03.01.01.03,11.02.03.01.04,14.07.03,42.10.03,70.10;"Nek9 forms a stable, approximately 600-kDa complex with FACT in the interphase nuclei.";"";"";
936;FACT complex;;Human;Q08945,Q9Y5B9;6749,11198;MI:0006- anti bait coimmunoprecipitation;10421373;10.01.09.05,11.02.03.01.04,42.10.03,70.10;"FACT (for facilitates chromatin transcription) is a chromatin-specific elongation factor required for transcription of chromatin templates in vitro.";"";"";
938;FACT complex, UV-activated; p53 Ser-392 kinase complex;Human;P68400,P19784,P67870,Q08945,Q9Y5B9;1457,1459,1460,6749,11198;MI:0071- molecular sieving;11239457;01.04,14.07.03,16.01,18.01.07,18.02,32.01.09,32.01.13,70.10;"In vitro studies show that FACT alters the specificity of CK2 in the complex such that it selectively phosphorylates p53. Phosphorylation by the kinase complex enhances p53 activity.";"";"";
995;Polycomb repressive complex 3 (PRC3);;Human;O75530,Q15910,Q09028,Q16576,Q15022;8726,2146,5928,5931,23512;MI:0091- chromatography technologies;15099518;10.01.09.05,11.02.03.04.07,14.07.09,42.10.03,70.10;"PRC3 associates with the two shortest isoforms of EED. PRC3 methylates nucleosomal H3-lysine 27, PRC2 methylates nucleosomal H1-lysine 26.";"";"";
996;Polycomb repressive complex 2 (PRC2);;Human;O75530,Q15910,Q09028,Q16576,Q15022;8726,2146,5928,5931,23512;MI:0091- chromatography technologies;15099518;10.01.09.05,11.02.03.04.07,14.07.09,42.10.03,70.10;"PRC2 associates with all three EED isoforms, with the largest form of EED in highest abundance. PRC3 preferentially methylates nucleosomal H3-lysine 27, PRC2 preferentially methylates nucleosomal H1-lysine 26.";"";"";
1004;RC complex during S-phase of cell cycle;;Human;P20248,P24941,P18858,P09874,P09884,P28340,Q07864,P35251,P35250,P27694,P15927,P35244,P11387;890,1017,3978,142,5422,5424,5426,5981,5982,6117,6118,6119,7150;MI:0071- molecular sieving | MI:0029- cosedimentation through density gradients | MI:0006- anti bait coimmunoprecipitation;12006500;10.01.03,10.03.01.03,16.03.01,70.10.03;"CDK2 associates with the RC complex only during the S-phase of the cell cycle, but disappeares in the G2-phase.";"";"";
1005;RC complex during G2/M-phase of cell cycle;;Human;P20248,P14635,P06493,P09874,P09884,P28340,Q07864,P35251,P35250,P27694,P15927,P35244,P11387;890,891,983,142,5422,5424,5426,5981,5982,6117,6118,6119,7150;MI:0071- molecular sieving | MI:0029- cosedimentation through density gradients | MI:0006- anti bait coimmunoprecipitation;12006500;10.01.03,10.03.01.03,16.03.01,70.10.03;"CDK1 and cyclin B1 associate with RC complex only during G2/M-phase of cell cycle. DNA ligase I is not found in the RC complex during G2/M-phase.";"";"";
1059;Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A);;Human;Q13596,O60749,O75436,Q9UBQ0,Q96QK1;6642,6643,9559,51699,55737;MI:0018- two hybrid | MI:0047- far western blotting;11102511;20.09.07.07;"";"";"";
1060;Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26B);;Human;Q13596,O60749,Q4G0F5,Q9UBQ0,Q96QK1;6642,6643,112936,51699,55737;MI:0018- two hybrid | MI:0047- far western blotting;11102511;20.09.07.07;"";"";"";
1068;12S U11 snRNP;;Human;Q9BV90,Q6IEG0,Q8N8D1,Q9H875,Q16629,P14678,P62314,P62316,P62318,P62304,P62306,P62308,Q96GM8,Q16560,P67809;79622,154007,10081,79706,6432,6628,6632,6633,6634,6635,6636,6637,114034,11066,4904;MI:0029- cosedimentation through density gradients | MI:0069- mass spectrometry studies of complexes;15146077;11.04.03,70.10;"U12-type spliceosomes excise U12-type introns, which comprise less than 1% of all human introns.";"";"";
1078;MSH2-MSH6 complex;;Human;P43246,P52701;4436,2956;MI:0004- affinity chromatography technologies | MI:0029- cosedimentation through density gradients;9428522;10.01.05.01,16.03.01,16.19,70.10;"The MSH2-MSH6 complex binds to mismatched nucleotides only in the ADP-bound form.";"";"";
1092;PCNA-KU antigen complex; PCNA-Ku70-Ku80 complex;Human;P12004,P13010,P12956;5111,7520,2547;MI:0006- anti bait coimmunoprecipitation;11239001;10.01.05.01,16.03.01,16.19.03,32.01.09;"Interaction of PCNA with Ku70 and Ku80 heterodimer increases after DNA damage.";"";"";
1097;eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1);;Human;Q14152,P55884,Q99613,O15371,P60228,Q9Y262,O00303,O75821,O15372,Q13347,O75822,Q9UBQ5,Q7L2H7;8661,8662,8663,8664,3646,51386,8665,8666,8667,8668,8669,27335,10480;MI:0069- mass spectrometry studies of complexes;17322308;12.04.01;"Four eIF3 subunits (h, i, k, and m) were found to dissociate preferentially and are therefore likely to be on the periphery of the complex (PMID:17322308).";"";"Each of 13 subunits of this complex present in stoichiometric amounts (PMID:17322308).";
1099;DNA synthesome complex (17 subunits);;Human;P12004,P09884,Q14181,P28340,P49005,Q15054,Q9HCU8,Q07864,P56282,Q9NRF9,Q9NR33,P49642,P49643,P35251,P27694,P11387,(P11388,Q02880);5111,5422,23649,5424,5425,10714,57804,5426,5427,54107,56655,5557,5558,5981,6117,7150,(7153,7155);MI:0226- ion exchange chromatography | MI:0029- cosedimentation through density gradients;9114436;10.01.03,70.10;"";"";"";
1100;DNA polymerase alpha-primase complex;;Human;P09884,Q14181,P49642,P49643;5422,23649,5557,5558;MI:0226- ion exchange chromatography;12220650;10.01.03.03,70.10;"DNA polymerase alpha-primase can initiate DNA synthesis de novo.";"";"";
1107;DNA synthesome core complex;;Human;P12004,P09884,Q14181,P28340,P49005,Q15054,Q9HCU8,P49642,P49643,P35251;5111,5422,23649,5424,5425,10714,57804,5557,5558,5981;MI:0226- ion exchange chromatography | MI:0029- cosedimentation through density gradients;9563011;10.01.03,70.10;"";"";"";
1108;DNA synthesome complex (15 subunits);;Human;P18858,P12004,P09884,Q14181,P28340,P49005,Q15054,Q9HCU8,Q07864,P56282,Q9NRF9,Q9NR33,P49642,P49643,P35251;3978,5111,5422,23649,5424,5425,10714,57804,5426,5427,54107,56655,5557,5558,5981;MI:0226- ion exchange chromatography | MI:0029- cosedimentation through density gradients | MI:0006- anti bait coimmunoprecipitation;9563011;10.01.03,70.10;"";"";"";
1111;DNA synthesome complex (17 subunits);;Human;P12004,P09884,Q14181,P28340,P49005,Q15054,Q9HCU8,Q07864,P56282,Q9NRF9,Q9NR33,P49642,P49643,P35251,P27694,P11387,(P11388,Q02880);5111,5422,23649,5424,5425,10714,57804,5426,5427,54107,56655,5557,5558,5981,6117,7150,(7153,7155);MI:0226- ion exchange chromatography | MI:0029- cosedimentation through density gradients | MI:0276- blue native page;11968016;10.01.03,70.10;"This complex associates also with a not further characterized DNA helicase.";"";"";
1142;SMN complex;;Human;Q9UHI6,O14893,Q16637,P14678,P62314,P62316,P62318,P62304,P62306,P62308;11218,8487,6606,6628,6632,6633,6634,6635,6636,6637;MI:0019- coimmunoprecipitation;10601333;11.04.03.01,11.04.05,14.10,16.03.03,70.03,70.10;"Assembly of the Sm-class of U-rich small nuclear ribonucleoprotein particles (U snRNPs) is a process facilitated by the macromolecular survival of motor neuron (SMN) complex. Spinal muscular atrophy (SMA) is the most common genetic cause of infant mortality. Deletions or mutations in the survival of motor neurons (SMN1) gene, the SMA-causing gene, are detected in over 95% of SMA patients. The SMN complex is found both in the cytoplasm and in the nucleus, where it is concentrated in gems, nuclear bodies similar in size and number to Cajal (coiled) bodies and often associated with them.";"Spinal muscular atrophy (SMA)";"Several other subunits of the complex were found in the analysis, which have not been further characterized:  p175, p95, p60, p50 using anti-SMN (2B1) or p175, p115, p95, p50 using anti-Gemin3 (11G9). ";
1143;SMN complex;;Human;Q9UHI6,P57678,Q8TEQ6,Q8WXD5,Q9H840,Q9NWZ8,O14893,Q16637,P14678,P62314,P62316,P62318,P62304,P62306,P62308,Q9Y3F4;11218,50628,25929,79833,79760,54960,8487,6606,6628,6632,6633,6634,6635,6636,6637,11171;MI:0019- coimmunoprecipitation;17178713;11.04.03.01,11.04.05,14.10,16.03.03,70.03,70.10;"Assembly of the Sm-class of U-rich small nuclear ribonucleoprotein particles (U snRNPs) is a process facilitated by the macromolecular survival of motor neuron (SMN) complex.  Spinal muscular atrophy (SMA) is the most common genetic cause of infant mortality. Deletions or mutations in the survival of motor neurons (SMN1) gene, the SMA-causing gene, are detected in over 95% of SMA patients. The SMN complex is found both in the cytoplasm and in the nucleus, where it is concentrated in gems, nuclear bodies similar in size and number to Cajal (coiled) bodies and often associated with them. Nine factors, including the SMN protein, the product of the spinal muscular atrophy (SMA) disease gene, Gemins 2-8  and unrip have been identified as the major components of the SMN complex. Interaction studies in the present article revealed a framework of the SMN complex with SMN, Gemin7, and Gemin8 as its backbone.";"Spinal muscular atrophy (SMA)";"";
